Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0,0,0.05,54,4,6,77,Creat Studios,T
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0,0,0.11,63,4,7,8,Sand Grain Studios,T
Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,0.19,0.15,0,0.05,0.39,73,15,5.6,14,Sand Grain Studios,T
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.01,0,0,0.03,34,79,10,70,FUN Labs,T
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0,0,0.03,93,65,8.8,9,MagicWand,T
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,89,65,8.1,307,Infinity Ward,T
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,64,8.4,626,Infinity Ward,T
Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12,78,46,5.1,27,Treyarch,T
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69,Treyarch,T
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.25,0.07,0,0.01,0.33,76,28,7.9,14,Treyarch,T
Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0,0.06,1.34,88,71,7.4,116,Vicarious Visions,M
Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision,0.53,0.15,0,0.03,0.71,77,41,7.9,16,"id Software, Nerve Software",M
Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0,0.01,0.27,62,46,6.6,8,7 Studios,T
Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0,0.07,0.5,64,42,7.8,19,7 Studios,T
Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0,0.01,0.24,61,32,4,6,7 Studios,T
Fantastic 4: Flame On,GBA,2005,Action,Activision,0.2,0.08,0,0.01,0.28,7,92,2,23,,
Gun,XB,2005,Shooter,Activision,0.38,0.12,0,0.02,0.52,79,55,7.8,29,Neversoft Entertainment,M
Gun,PS2,2005,Shooter,Activision,0.98,0.04,0,0.16,1.17,77,43,8.7,70,Neversoft Entertainment,M
Gun,GC,2005,Shooter,Activision,0.14,0.04,0,0,0.18,77,27,8.6,8,Neversoft Entertainment,M
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0,0.01,0.28,71,28,4,40,Toys for Bob,E10+
Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0,0.07,1.31,69,25,7.4,25,Toys for Bob,E10+
Madagascar,GC,2005,Platform,Activision,0.52,0.13,0,0.02,0.66,70,21,5,27,Toys for Bob,E10+
Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0,0.03,0.89,71,6,7,55,Vicarious Visions,E
Madagascar,DS,2005,Platform,Activision,0.25,0.03,0,0.02,0.3,21,98,0,88,,
Madagascar: Operation Penguin,GBA,2005,Action,Activision,0.35,0.13,0,0.01,0.48,9,13,2,75,Vicarious Visions,E
Quake 4,X360,2005,Shooter,Activision,0.32,0.02,0,0.03,0.37,75,52,6.7,80,Raven Software,M
Quake 4,PC,2005,Shooter,Activision,0,0.02,0,0,0.02,81,62,7.6,281,Raven Software,M
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,Activision,0.01,0,0,0,0.01,42,89,9,31,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision,0.08,0.06,0,0.02,0.16,9,49,0,91,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision,0.07,0.02,0,0,0.09,0,40,1,17,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005,Adventure,Activision,0.06,0.02,0,0,0.08,30,81,3,17,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,0.05,0,0,0,0.05,80,26,6,14,,
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.1,0.04,0,0,0.14,28,47,5,37,,
Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0,0,0.09,71,20,9.3,4,Shaba Games,E10+
Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0,0.06,0.5,67,21,9,26,Shaba Games,E10+
Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0,0.01,0.22,70,11,7.8,6,Shaba Games,E10+
Shrek SuperSlam,GBA,2005,Action,Activision,0.24,0.09,0,0.01,0.33,58,4,8,39,"Amaze Entertainment, Griptonite Games",E10+
Shrek SuperSlam,DS,2005,Action,Activision,0.17,0,0,0.01,0.18,64,40,7,55,,
Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0,0.14,0.7,67,43,6.9,8,Vicarious Visions,T
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0,0.04,1.24,61,44,8.1,54,Double Helix Games,T
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,106,Pandemic Studios,T
Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67,78,54,8.9,89,LucasArts,T
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,84,62,8.3,131,Lionhead Studios,T
Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0,0,0.24,64,7,5.4,5,Vicarious Visions,E
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0,0,0.02,0.21,84,31,8.7,55,Vicarious Visions,E
Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0.4,0.2,0,0.03,0.62,77,40,7.7,15,Neversoft Entertainment,T
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.01,0,0.03,0.32,75,43,7.2,21,Neversoft Entertainment,T
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42,76,26,7.7,15,Neversoft Entertainment,T
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62,5,61,3,50,,
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0,0.02,1.45,61,81,2,15,,
Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0,0.15,0.82,83,49,8,34,Shaba Games,T
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01,0.28,60,43,7.8,17,Exakt,M
True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,45,77,3,85,,
True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0,0,0.17,59,25,8.8,24,Exakt,M
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19,68,13,8.1,15,Krome Studios,E10+
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0,0,0.09,68,11,8,9,Krome Studios,E10+
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.02,0.39,77,53,7.4,20,Treyarch,T
Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0,0.1,0.72,74,52,7.9,54,Treyarch,T
Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0,0.01,0.37,76,36,7.2,21,Treyarch,T
Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0,0.01,0.3,62,4,7.3,12,Vicarious Visions,E10+
Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0,0,0.01,0.15,78,17,7.7,10,Vicarious Visions,E10+
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58,Sony Online Entertainment,T
World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0,0.01,0.25,52,14,6,53,Activision Value,E10+
World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21,37,6,6.4,20,Activision,E10+
World Series of Poker,PS2,2005,Misc,Activision,0.39,0.01,0,0.06,0.47,46,15,8.2,20,Activision,E10+
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44,84,50,8.7,199,Raven Software,T
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0,0.02,0.29,84,30,8.2,43,Vicarious Visions,T
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63,82,44,7.3,41,Raven Software,T
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25,82,34,6.2,26,Raven Software,T
Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0,0,0,0.05,75,10,4,17,Digital Eclipse,E
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,11,5.6,17,FUN Labs,T
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,Treyarch,T
Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.62,0.03,0.26,1.5,80,43,6.9,92,Treyarch,T
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07,82,14,7.4,83,Treyarch,T
Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0,0,0,0.01,70,8,9.2,32,Activision Value,E10+
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0,0,0.03,89,36,5,60,"Machineworks Northwest, WXP",E10+
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.03,0,0,0,0.04,39,4,7.4,10,Nightlight Studios,E10+
Gun Showdown,PSP,2006,Action,Activision,0.05,0,0,0.01,0.06,73,41,7.6,9,"Rebellion, Neversoft Entertainment",M
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02,86,20,8.2,64,Traveller's Tales,E10+
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,82,68,7.5,120,Raven Software,T
Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.36,0,0,0.03,0.4,73,31,7.3,29,Vicarious Visions,T
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37,81,19,7.5,14,Vicarious Visions,T
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.03,0.38,78,35,7.6,49,Raven Software,T
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,81,29,8.2,33,Raven Software,T
Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01,82,22,8,52,Raven Software,T
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,63,36,7,12,Rebellion,M
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05,67,8,7,55,Left Field Productions,E
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1,61,26,2,22,Edge of Reality,E10+
Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0,0.07,0.54,58,29,8.6,10,Edge of Reality,E10+
Over the Hedge,GC,2006,Platform,Activision,0.27,0.07,0,0.01,0.35,61,21,9.3,6,Edge of Reality,E10+
Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0,0,0.27,49,11,4,11,Vicarious Visions,E
Over the Hedge,DS,2006,Platform,Activision,0.24,0.01,0,0.02,0.27,71,17,6.4,9,Vicarious Visions,E
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0,0,0,0.05,58,7,10,76,Amaze Entertainment,E
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,93,31,9,98,,
Pimp My Ride,X360,2006,Racing,Activision,0.1,0,0,0.01,0.11,38,14,3.8,29,Eutechnyx,T
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,0.03,41,4,8,6,FUN Labs,E
Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0,0,0.04,0.55,52,80,8,0,,
Rapala Trophies,PSP,2006,Sports,Activision,0.04,0,0,0,0.04,47,44,4,27,Sand Grain Studios,E
Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0,0,0.01,0.09,11,27,9.3,4,Activision,E
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13,99,67,3.1,7,Activision,E
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,68,13,6.9,8,Torus Games,E10+
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14,98,58,1,46,,
The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,5,97,Blade Interactive,T
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,46,5,8,62,Blade Interactive,T
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,76,34,7,7,Vicarious Visions,E
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,81,65,7.6,38,Neversoft Entertainment,T
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0,0.07,0.56,68,11,7.6,14,Page 44 Studios,T
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76,43,7.2,14,Neversoft Entertainment,T
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,69,17,7.3,19,Shaba Games,T
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0,0,0.01,0.16,61,67,4,55,,
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0,0,0,0.05,88,63,4,33,,
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.1,34,43,9,19,,
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0,0,0.03,17,29,1,54,,
X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0,0,0.1,53,38,8.1,7,"Z-Axis, Ltd.",T
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0,0,0.01,0.17,52,57,6.1,20,"Z-Axis, Ltd.",T
X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0.16,0,0.05,0.41,52,44,7.5,20,"Z-Axis, Ltd.",T
X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0,0,0.15,50,31,6.3,8,Hypnos,T
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0,0,0.07,55,9,9.3,6,WayForward,E10+
X-Men: The Official Game,DS,2006,Action,Activision,0.1,0,0,0.01,0.1,50,17,7.8,6,Amaze Entertainment,E10+
Barbie as The Island Princess,Wii,2007,Adventure,Activision,0.42,0,0,0.03,0.45,61,74,2,8,"Human Soft, Ivolgamus",E
Barbie as The Island Princess,PS2,2007,Adventure,Activision,0.06,0.04,0,0.02,0.12,92,44,2,7,"Human Soft, Ivolgamus",E
Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0,0,0.23,13,80,2,34,,
Barbie as The Island Princess,DS,2007,Adventure,Activision,0.28,0.01,0,0.02,0.31,72,66,9,60,"Human Soft, Ivolgamus",E
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0,0.01,0.1,81,64,7,24,WayForward,E
Bee Movie Game,X360,2007,Action,Activision,0.16,0,0,0.01,0.17,71,25,5.8,13,Beenox,E
Bee Movie Game,Wii,2007,Action,Activision,0.3,0.01,0,0.03,0.33,62,16,7.6,7,Smart Bomb Interactive,E
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1,65,11,7.5,4,Beenox,E
Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.45,58,9,3,53,Vicarious Visions,E
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0.58,0,0,0.05,0.63,52,10,6,30,MagicWand,T
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.93,2.36,0.13,0.9,9.31,94,70,8.4,1320,Infinity Ward,M
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,3.11,2.26,0.28,1.03,6.68,94,44,8.4,993,Infinity Ward,M
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15,92,40,8.5,2360,Infinity Ward,M
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,n-Space,T
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.02,0,0.59,2.13,64,45,7.5,30,Amaze Entertainment,T
Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0,0,0.02,0.24,42,5,6.2,5,Zoe Mode,E10+
Dancing With The Stars,PS2,2007,Misc,Activision,0.08,0.06,0,0.02,0.16,58,19,3,66,Zoe Mode,E10+
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,0,0.02,84,55,8.3,231,Splash Damage,T
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2,92,55,8.1,220,Harmonix Music Systems,T
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85,69,7.9,165,Neversoft Entertainment,T
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0,0.43,4.6,86,36,8.4,87,Vicarious Visions,T
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24,83,45,7.8,52,Neversoft Entertainment,T
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82,24,8.2,46,"Neversoft Entertainment, BudCat",T
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1,60,6,4,47,Raylight Studios,E
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0,0,0.01,0.17,52,32,9,21,,
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,0.14,73,95,5.3,9,Eutechnyx,E
Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0,0.05,0.4,70,73,4,48,Eutechnyx,E
Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.21,0,0,0.02,0.23,28,70,3,9,Human Soft,E
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,Torus Games,E
Monster Jam,Wii,2007,Racing,Activision,0.15,0,0,0.01,0.16,93,71,7.8,8,Activision,E
Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0,0.03,0.24,58,23,5.9,7,Torus Games,E
Monster Jam,PC,2007,Racing,Activision,0.01,0,0,0,0.01,97,58,5.8,5,,
Monster Jam,DS,2007,Racing,Activision,0.12,0,0,0.01,0.13,9,11,5,31,Torus Games,E
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03,0.44,2,2,3,28,Humagade,E
Shrek the Third,X360,2007,Action,Activision,0.54,0.09,0,0.06,0.68,25,44,9,2,,
Shrek the Third,Wii,2007,Action,Activision,0.25,0.01,0,0.02,0.28,57,28,6.7,7,Amaze Entertainment,E10+
Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0,0.09,0.31,57,8,1,90,Amaze Entertainment,E10+
Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07,0.48,56,18,6.1,9,Amaze Entertainment,E10+
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0,0,0.02,0.28,37,24,3,11,,
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0,0,0.02,0.2,50,35,5.6,20,Cauldron Ltd.,M
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15,50,14,5.4,13,Cauldron Ltd.,M
Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02,98,91,9,68,,
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57,63,61,7,53,Treyarch,T
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.47,53,39,5.3,29,Vicarious Visions,T
Spider-Man 3,PSP,2007,Platform,Activision,0.01,0.23,0,0.05,0.3,52,7,7.4,9,Treyarch,T
Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.11,0.67,60,33,7,40,Treyarch,T
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T
Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0,0.02,62,16,7.1,29,Beenox,T
Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0,0.04,0.47,79,21,6.5,17,Vicarious Visions,E10+
Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.01,0,0.02,0.29,60,51,6.3,26,Next Level Games,E10+
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0,0,0.01,0.14,59,29,8,6,Next Level Games,E10+
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0,0,0.01,0.18,58,7,4.4,9,Artificial Mind and Movement,E10+
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0,0.05,0.37,62,15,8.3,19,Next Level Games,E10+
Spider-Man: Friend or Foe,PC,2007,Action,Activision,0.01,0,0,0,0.01,57,9,5.3,11,Beenox,E10+
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47,55,12,4,43,Artificial Mind and Movement,E10+
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11,58,56,5.3,6,FUN Labs,T
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56,72,59,5.4,44,Neversoft Entertainment,T
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25,57,8,6.2,19,Page 44 Studios,T
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,73,36,6.6,17,Neversoft Entertainment,T
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,65,6,6.6,17,Page 44 Studios,T
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0,0.02,0.23,79,21,6.7,6,Vicarious Visions,E10+
Transformers: Autobots / Decepticons,DS,2007,Action,Activision,1.12,0.02,0,0.09,1.24,92,31,9,83,,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.51,0.04,0,0.05,0.6,81,41,2,75,,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.5,0.03,0,0.05,0.57,15,71,10,43,,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision,0.23,0.26,0,0.16,0.65,48,9,5,50,,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,0.32,0.03,0.01,0.04,0.4,36,79,6,23,,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0,0.11,1.11,57,7,8,6,,
Van Helsing,XB,2007,Action,Activision,0.13,0.04,0,0.01,0.18,63,32,7.6,8,Saffire,T
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,7.9,785,Blizzard Entertainment,T
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,74,10,6.7,6,Left Field Productions,T
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0,0,0,0.02,45,44,6.5,4,Left Field Productions,T
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0,0.01,0.1,75,6,8,40,Left Field Productions,T
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23,28,29,8,66,Left Field Productions,T
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0,0.06,24,42,6,52,Farmind Ltd,T
007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,65,69,7.1,71,Treyarch,T
007: Quantum of Solace,Wii,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,54,11,7.5,26,Treyarch,T
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,65,42,6.6,47,Treyarch,T
007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0,0,0.26,0.43,26,34,10,46,,
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0,0,0.03,70,18,6.3,55,Treyarch,T
007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.13,65,10,3,20,Vicarious Visions,T
Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.18,0,0,0.01,0.19,99,40,8,67,,
Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.17,0,0,0.01,0.19,2,42,5,3,Activision,E
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,0.09,0.07,0,0.02,0.19,43,50,2,16,Pixel Tales,E
Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.5,0,0,0.04,0.55,2,47,10,63,Activision,E
Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1,79,38,1.4,10,Koolhaus Games,E
Block Party,Wii,2008,Misc,Activision,0.14,0,0,0.01,0.15,93,74,2.8,4,Activision,E10+
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,42,4,10,75,FUN Labs,T
Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.16,0,0,0.01,0.17,89,26,10,38,FUN Labs,T
Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.16,0,0,0.02,0.17,48,83,5,20,FUN Labs,T
Cabela's Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05,0.42,40,0,10,14,Sand Grain Studios,T
Call of Duty: World at War,X360,2008,Shooter,Activision,4.81,1.88,0,0.69,7.38,84,84,7.6,580,Treyarch,M
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.94,83,19,7.6,78,Exakt,M
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.73,1.83,0,0.83,5.39,85,45,7.6,409,Treyarch,M
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0,0.03,0.18,83,36,7.5,721,Treyarch,M
Call of Duty: World at War,DS,2008,Shooter,Activision,0.56,0.25,0,0.08,0.89,75,12,7.8,20,n-Space,T
Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,1.72,55,76,10,95,,
